TITLE = " Ionization Mass Fractions"
Variables = " Ar+", "N+", "O+", "e-", "T"
Zone T= "Temperature", I=1000, F=POINT
7.82697e-05 0.00881817 0.0015972 0.0104936 10046.8
7.95276e-05 0.0089408 0.00161677 0.0106371 10062.5
8.08057e-05 0.00906503 0.00163659 0.0107824 10078.3
8.21042e-05 0.00919087 0.00165666 0.0109296 10094.1
8.34232e-05 0.00931833 0.00167697 0.0110787 10109.9
8.47628e-05 0.00944739 0.00169753 0.0112297 10125.8
8.61232e-05 0.00957807 0.00171834 0.0113825 10141.7
8.75045e-05 0.00971035 0.0017394 0.0115373 10157.6
8.89068e-05 0.00984425 0.0017607 0.0116939 10173.6
9.03301e-05 0.00997975 0.00178225 0.0118523 10189.6
9.17745e-05 0.0101169 0.00180405 0.0120127 10205.6
9.32402e-05 0.0102556 0.00182609 0.0121749 10221.6
9.47272e-05 0.0103959 0.00184838 0.012339 10237.7
9.62355e-05 0.0105378 0.00187091 0.0125049 10253.8
9.77653e-05 0.0106813 0.00189369 0.0126727 10269.9
9.93165e-05 0.0108264 0.00191671 0.0128424 10286
0.000100889 0.010973 0.00193997 0.0130139 10302.1
0.000102484 0.0111213 0.00196346 0.0131872 10318.3
0.000104099 0.0112711 0.0019872 0.0133624 10334.4
0.000105737 0.0114224 0.00201118 0.0135393 10350.6
0.000107396 0.0115753 0.00203539 0.0137181 10366.7
0.000109077 0.0117298 0.00205984 0.0138987 10382.9
0.000110779 0.0118857 0.00208452 0.014081 10399.1
0.000112503 0.0120432 0.00210943 0.0142651 10415.2
0.000114248 0.0122022 0.00213457 0.014451 10431.4
0.000116015 0.0123627 0.00215995 0.0146386 10447.5
0.000117804 0.0125246 0.00218554 0.014828 10463.7
0.000119614 0.0126881 0.00221136 0.0150191 10479.8
0.000121445 0.012853 0.00223741 0.0152118 10496
0.000123298 0.0130193 0.00226367 0.0154063 10512.1
0.000125172 0.0131871 0.00229016 0.0156024 10528.2
0.000127067 0.0133563 0.00231686 0.0158002 10544.3
0.000128984 0.0135269 0.00234377 0.0159997 10560.4
0.000130922 0.0136989 0.0023709 0.0162007 10576.4
0.000132881 0.0138723 0.00239823 0.0164034 10592.5
0.00013486 0.014047 0.00242578 0.0166077 10608.5
0.000136861 0.0142231 0.00245353 0.0168135 10624.5
0.000138883 0.0144005 0.00248148 0.0170209 10640.5
0.000140925 0.0145793 0.00250964 0.0172298 10656.4
0.000142988 0.0147593 0.00253799 0.0174403 10672.4
0.000145071 0.0149407 0.00256654 0.0176523 10688.3
0.000147175 0.0151233 0.00259528 0.0178657 10704.1
0.000149299 0.0153071 0.00262421 0.0180806 10720
0.000151443 0.0154922 0.00265334 0.018297 10735.8
0.000153607 0.0156785 0.00268265 0.0185148 10751.6
0.000155791 0.015866 0.00271214 0.018734 10767.3
0.000157995 0.0160548 0.00274181 0.0189546 10783
0.000160219 0.0162446 0.00277167 0.0191765 10798.7
0.000162462 0.0164357 0.0028017 0.0193999 10814.3
0.000164725 0.0166279 0.00283191 0.0196245 10829.9
0.000167007 0.0168212 0.00286228 0.0198505 10845.5
0.000169308 0.0170156 0.00289283 0.0200778 10861
0.000171628 0.0172111 0.00292355 0.0203063 10876.5
0.000173967 0.0174077 0.00295443 0.0205361 10891.9
0.000176325 0.0176054 0.00298547 0.0207672 10907.4
0.000178701 0.0178041 0.00301667 0.0209994 10922.7
0.000181096 0.0180038 0.00304803 0.0212329 10938
0.000183509 0.0182045 0.00307955 0.0214676 10953.3
0.000185941 0.0184063 0.00311122 0.0217034 10968.5
0.00018839 0.018609 0.00314304 0.0219404 10983.7
0.000190857 0.0188127 0.003175 0.0221785 10998.9
0.000193342 0.0190173 0.00320712 0.0224178 11014
0.000195845 0.0192229 0.00323938 0.0226581 11029
0.000198365 0.0194294 0.00327178 0.0228995 11044.1
0.000200902 0.0196367 0.00330432 0.023142 11059
0.000203457 0.019845 0.003337 0.0233855 11073.9
0.000206028 0.0200542 0.00336981 0.02363 11088.8
0.000208616 0.0202642 0.00340275 0.0238756 11103.6
0.000211221 0.0204751 0.00343583 0.0241221 11118.4
0.000213843 0.0206867 0.00346904 0.0243696 11133.1
0.000216481 0.0208992 0.00350237 0.0246181 11147.8
0.000219135 0.0211126 0.00353583 0.0248675 11162.4
0.000221806 0.0213266 0.00356941 0.0251179 11177
0.000224492 0.0215415 0.00360311 0.0253691 11191.6
0.000227194 0.0217572 0.00363693 0.0256213 11206.1
0.000229912 0.0219735 0.00367087 0.0258743 11220.5
0.000232646 0.0221906 0.00370492 0.0261282 11234.9
0.000235394 0.0224085 0.00373908 0.026383 11249.2
0.000238158 0.022627 0.00377336 0.0266385 11263.5
0.000240938 0.0228463 0.00380775 0.0268949 11277.8
0.000243732 0.0230662 0.00384224 0.0271522 11291.9
0.000246541 0.0232868 0.00387684 0.0274102 11306.1
0.000249364 0.023508 0.00391155 0.0276689 11320.2
0.000252202 0.0237299 0.00394636 0.0279285 11334.2
0.000255055 0.0239524 0.00398127 0.0281888 11348.2
0.000257922 0.0241756 0.00401627 0.0284498 11362.2
0.000260803 0.0243994 0.00405138 0.0287115 11376.1
0.000263698 0.0246237 0.00408658 0.028974 11389.9
0.000266606 0.0248487 0.00412188 0.0292372 11403.7
0.000269529 0.0250742 0.00415727 0.029501 11417.5
0.000272465 0.0253003 0.00419275 0.0297655 11431.2
0.000275415 0.0255269 0.00422832 0.0300307 11444.8
0.000278377 0.0257541 0.00426397 0.0302965 11458.4
0.000281353 0.0259819 0.00429972 0.0305629 11472
0.000284343 0.0262101 0.00433555 0.03083 11485.5
0.000287345 0.0264389 0.00437146 0.0310977 11498.9
0.00029036 0.0266682 0.00440746 0.031366 11512.4
0.000293387 0.0268979 0.00444354 0.0316348 11525.7
0.000296427 0.0271282 0.0044797 0.0319043 11539
0.00029948 0.0273589 0.00451594 0.0321743 11552.3
0.000302545 0.0275901 0.00455225 0.0324449 11565.5
0.000305622 0.0278217 0.00458864 0.032716 11578.7
0.000308711 0.0280538 0.00462511 0.0329876 11591.8
0.000311812 0.0282864 0.00466165 0.0332598 11604.9
0.000314925 0.0285193 0.00469826 0.0335325 11617.9
0.00031805 0.0287527 0.00473494 0.0338057 11630.9
0.000321186 0.0289865 0.0047717 0.0340794 11643.9
0.000324334 0.0292207 0.00480852 0.0343536 11656.8
0.000327493 0.0294553 0.00484541 0.0346282 11669.6
0.000330663 0.0296903 0.00488236 0.0349033 11682.4
0.000333845 0.0299257 0.00491939 0.0351789 11695.2
0.000337037 0.0301614 0.00495647 0.0354549 11707.9
0.000340241 0.0303975 0.00499362 0.0357314 11720.5
0.000343455 0.030634 0.00503083 0.0360083 11733.2
0.00034668 0.0308708 0.00506811 0.0362856 11745.8
0.000349915 0.0311079 0.00510544 0.0365633 11758.3
0.000353162 0.0313454 0.00514284 0.0368414 11770.8
0.000356418 0.0315832 0.00518029 0.0371199 11783.2
0.000359685 0.0318214 0.0052178 0.0373988 11795.6
0.000362962 0.0320598 0.00525536 0.0376781 11808
0.000366249 0.0322986 0.00529298 0.0379578 11820.3
0.000369546 0.0325376 0.00533066 0.0382378 11832.6
0.000372853 0.032777 0.00536839 0.0385182 11844.8
0.00037617 0.0330166 0.00540617 0.038799 11857
0.000379496 0.0332566 0.00544401 0.0390801 11869.2
0.000382832 0.0334968 0.0054819 0.0393615 11881.3
0.000386178 0.0337372 0.00551983 0.0396432 11893.3
0.000389533 0.033978 0.00555782 0.0399253 11905.3
0.000392897 0.0342189 0.00559586 0.0402077 11917.3
0.00039627 0.0344602 0.00563394 0.0404904 11929.3
0.000399653 0.0347017 0.00567207 0.0407734 11941.2
0.000403045 0.0349434 0.00571025 0.0410567 11953
0.000406445 0.0351854 0.00574847 0.0413403 11964.9
0.000409854 0.0354276 0.00578674 0.0416242 11976.6
0.000413273 0.03567 0.00582506 0.0419083 11988.4
0.0004167 0.0359126 0.00586341 0.0421927 12000.1
0.000420135 0.0361554 0.00590181 0.0424774 12011.7
0.000423579 0.0363985 0.00594025 0.0427623 12023.4
0.000427031 0.0366418 0.00597874 0.0430475 12035
0.000430492 0.0368852 0.00601726 0.043333 12046.5
0.000433961 0.0371289 0.00605583 0.0436187 12058
0.000437438 0.0373727 0.00609443 0.0439046 12069.5
0.000440923 0.0376167 0.00613308 0.0441907 12080.9
0.000444417 0.0378609 0.00617176 0.0444771 12092.3
0.000447918 0.0381053 0.00621048 0.0447637 12103.7
0.000451427 0.0383498 0.00624924 0.0450505 12115
0.000454944 0.0385946 0.00628803 0.0453375 12126.3
0.000458468 0.0388394 0.00632686 0.0456248 12137.5
0.000462 0.0390845 0.00636573 0.0459122 12148.8
0.00046554 0.0393296 0.00640463 0.0461998 12159.9
0.000469087 0.039575 0.00644356 0.0464876 12171.1
0.000472641 0.0398204 0.00648253 0.0467756 12182.2
0.000476203 0.0400661 0.00652153 0.0470638 12193.3
0.000479772 0.0403118 0.00656057 0.0473521 12204.3
0.000483348 0.0405577 0.00659964 0.0476407 12215.3
0.000486932 0.0408037 0.00663873 0.0479294 12226.3
0.000490522 0.0410498 0.00667786 0.0482182 12237.2
0.000494119 0.0412961 0.00671703 0.0485073 12248.1
0.000497723 0.0415425 0.00675622 0.0487964 12259
0.000501334 0.041789 0.00679544 0.0490858 12269.8
0.000504952 0.0420356 0.00683469 0.0493752 12280.6
0.000508576 0.0422823 0.00687397 0.0496648 12291.4
0.000512207 0.0425291 0.00691328 0.0499546 12302.1
0.000515845 0.042776 0.00695262 0.0502445 12312.8
0.000519489 0.043023 0.00699198 0.0505345 12323.5
0.000523139 0.0432701 0.00703137 0.0508246 12334.1
0.000526796 0.0435173 0.00707079 0.0511149 12344.7
0.000530459 0.0437646 0.00711023 0.0514053 12355.3
0.000534128 0.044012 0.0071497 0.0516958 12365.9
0 0 0 0 62450.4
0.000541485 0.0445069 0.00722872 0.0522771 12386.9
0.000545173 0.0447545 0.00726827 0.052568 12397.3
0.000548866 0.0450022 0.00730784 0.0528589 12407.7
0.000552565 0.0452499 0.00734743 0.0531499 12418.1
0.00055627 0.0454978 0.00738705 0.0534411 12428.5
