TITLE = " Ionization Mass Fractions"
Variables = " Ar+", "N+", "O+", "e-", "T"
Zone T= "Temperature", I=1000, F=POINT
1.16801e-06 9.22957e-05 7.7512e-05 0.000170976 6809.07
1.17971e-06 9.35294e-05 7.80554e-05 0.000172765 6814.57
1.19148e-06 9.4774e-05 7.86004e-05 0.000174566 6820.07
1.20331e-06 9.60297e-05 7.91468e-05 0.00017638 6825.55
1.21522e-06 9.72964e-05 7.96948e-05 0.000178206 6831.02
1.2272e-06 9.85743e-05 8.02443e-05 0.000180046 6836.49
1.23926e-06 9.98633e-05 8.07954e-05 0.000181898 6841.95
1.25138e-06 0.000101164 8.1348e-05 0.000183763 6847.39
1.26358e-06 0.000102475 8.19022e-05 0.000185641 6852.83
1.27585e-06 0.000103798 8.24579e-05 0.000187532 6858.26
1.28819e-06 0.000105133 8.30153e-05 0.000189436 6863.68
1.30061e-06 0.000106479 8.35742e-05 0.000191354 6869.09
1.3131e-06 0.000107836 8.41346e-05 0.000193284 6874.5
1.32566e-06 0.000109206 8.46967e-05 0.000195228 6879.89
1.3383e-06 0.000110587 8.52604e-05 0.000197185 6885.28
1.35102e-06 0.000111979 8.58257e-05 0.000199156 6890.66
1.36381e-06 0.000113384 8.63927e-05 0.00020114 6896.03
1.37668e-06 0.0001148 8.69612e-05 0.000203138 6901.4
1.38962e-06 0.000116229 8.75315e-05 0.00020515 6906.75
1.40264e-06 0.000117669 8.81033e-05 0.000207175 6912.1
1.41574e-06 0.000119122 8.86768e-05 0.000209214 6917.44
1.42891e-06 0.000120586 8.9252e-05 0.000211267 6922.78
1.44217e-06 0.000122063 8.98288e-05 0.000213334 6928.1
1.4555e-06 0.000123553 9.04074e-05 0.000215415 6933.42
1.46891e-06 0.000125054 9.09876e-05 0.000217511 6938.74
1.4824e-06 0.000126568 9.15695e-05 0.00021962 6944.04
1.49596e-06 0.000128095 9.21532e-05 0.000221744 6949.34
1.50961e-06 0.000129634 9.27386e-05 0.000223882 6954.63
1.52334e-06 0.000131186 9.33256e-05 0.000226035 6959.92
1.53715e-06 0.000132751 9.39145e-05 0.000228202 6965.2
1.55104e-06 0.000134328 9.45051e-05 0.000230384 6970.47
1.56502e-06 0.000135918 9.50974e-05 0.000232581 6975.74
1.57907e-06 0.000137522 9.56916e-05 0.000234792 6981
1.59321e-06 0.000139138 9.62875e-05 0.000237018 6986.25
1.60743e-06 0.000140767 9.68852e-05 0.00023926 6991.5
1.62174e-06 0.00014241 9.74847e-05 0.000241516 6996.74
1.63613e-06 0.000144066 9.8086e-05 0.000243788 7001.98
1.65061e-06 0.000145735 9.86892e-05 0.000246075 7007.21
1.66517e-06 0.000147417 9.92941e-05 0.000248377 7012.43
1.67981e-06 0.000149113 9.9901e-05 0.000250694 7017.65
1.69454e-06 0.000150823 0.00010051 0.000253027 7022.87
1.70936e-06 0.000152546 0.00010112 0.000255376 7028.08
1.72427e-06 0.000154284 0.000101733 0.000257741 7033.28
1.73926e-06 0.000156034 0.000102347 0.000260121 7038.48
1.75435e-06 0.000157799 0.000102963 0.000262517 7043.67
1.76952e-06 0.000159578 0.000103581 0.000264929 7048.86
1.78478e-06 0.000161371 0.000104202 0.000267357 7054.05
1.80013e-06 0.000163178 0.000104824 0.000269802 7059.23
1.81557e-06 0.000164999 0.000105448 0.000272262 7064.4
1.8311e-06 0.000166835 0.000106074 0.000274739 7069.57
1.84673e-06 0.000168685 0.000106702 0.000277233 7074.74
1.86245e-06 0.000170549 0.000107332 0.000279743 7079.9
1.87826e-06 0.000172428 0.000107964 0.00028227 7085.05
1.89416e-06 0.000174322 0.000108598 0.000284814 7090.21
1.91016e-06 0.00017623 0.000109234 0.000287374 7095.35
1.92625e-06 0.000178154 0.000109872 0.000289952 7100.5
1.94243e-06 0.000180092 0.000110512 0.000292546 7105.64
1.95872e-06 0.000182045 0.000111154 0.000295158 7110.78
1.9751e-06 0.000184014 0.000111798 0.000297787 7115.91
1.99157e-06 0.000185998 0.000112445 0.000300434 7121.04
2.00815e-06 0.000187997 0.000113093 0.000303098 7126.16
2.02482e-06 0.000190011 0.000113744 0.00030578 7131.28
2.04159e-06 0.000192041 0.000114397 0.00030848 7136.4
2.05847e-06 0.000194087 0.000115052 0.000311197 7141.52
2.07544e-06 0.000196148 0.000115709 0.000313933 7146.63
2.09251e-06 0.000198225 0.000116368 0.000316686 7151.74
2.10969e-06 0.000200318 0.00011703 0.000319458 7156.84
2.12696e-06 0.000202427 0.000117694 0.000322248 7161.95
2.14435e-06 0.000204553 0.00011836 0.000325057 7167.05
2.16183e-06 0.000206694 0.000119028 0.000327884 7172.14
2.17942e-06 0.000208852 0.000119699 0.00033073 7177.24
2.19711e-06 0.000211026 0.000120372 0.000333595 7182.33
2.21492e-06 0.000213216 0.000121047 0.000336478 7187.42
2.23282e-06 0.000215424 0.000121724 0.000339381 7192.5
2.25084e-06 0.000217648 0.000122404 0.000342303 7197.59
2.26896e-06 0.000219889 0.000123087 0.000345244 7202.67
2.28719e-06 0.000222147 0.000123771 0.000348205 7207.75
2.30554e-06 0.000224422 0.000124458 0.000351185 7212.82
2.32399e-06 0.000226714 0.000125148 0.000354186 7217.9
2.34255e-06 0.000229023 0.000125839 0.000357205 7222.97
2.36123e-06 0.00023135 0.000126534 0.000360245 7228.04
2.38002e-06 0.000233695 0.00012723 0.000363305 7233.11
2.39892e-06 0.000236057 0.00012793 0.000366386 7238.18
2.41794e-06 0.000238437 0.000128631 0.000369486 7243.24
2.43708e-06 0.000240835 0.000129336 0.000372608 7248.31
2.45633e-06 0.000243251 0.000130043 0.00037575 7253.37
2.47569e-06 0.000245685 0.000130752 0.000378912 7258.43
2.49518e-06 0.000248137 0.000131464 0.000382096 7263.49
2.51479e-06 0.000250607 0.000132179 0.000385301 7268.55
2.53451e-06 0.000253097 0.000132896 0.000388527 7273.6
2.55436e-06 0.000255604 0.000133616 0.000391774 7278.66
2.57432e-06 0.000258131 0.000134338 0.000395043 7283.71
2.59441e-06 0.000260676 0.000135063 0.000398334 7288.77
2.61463e-06 0.000263241 0.000135791 0.000401646 7293.82
2.63496e-06 0.000265824 0.000136522 0.000404981 7298.87
2.65543e-06 0.000268427 0.000137255 0.000408338 7303.92
2.67602e-06 0.000271049 0.000137991 0.000411717 7308.97
2.69673e-06 0.000273691 0.00013873 0.000415118 7314.02
2.71758e-06 0.000276353 0.000139472 0.000418542 7319.07
2.73855e-06 0.000279034 0.000140216 0.000421989 7324.12
2.75966e-06 0.000281736 0.000140964 0.000425459 7329.16
2.7809e-06 0.000284457 0.000141714 0.000428952 7334.21
2.80227e-06 0.000287199 0.000142467 0.000432469 7339.26
2.82377e-06 0.000289961 0.000143224 0.000436009 7344.3
2.84541e-06 0.000292744 0.000143983 0.000439572 7349.35
2.86718e-06 0.000295548 0.000144745 0.000443159 7354.4
2.88909e-06 0.000298372 0.00014551 0.000446771 7359.44
2.91114e-06 0.000301217 0.000146278 0.000450406 7364.49
2.93332e-06 0.000304084 0.000147049 0.000454066 7369.54
2.95565e-06 0.000306971 0.000147823 0.00045775 7374.59
2.97812e-06 0.000309881 0.000148601 0.000461459 7379.63
3.00073e-06 0.000312812 0.000149381 0.000465193 7384.68
3.02348e-06 0.000315764 0.000150165 0.000468952 7389.73
3.04638e-06 0.000318739 0.000150951 0.000472736 7394.78
3.06942e-06 0.000321736 0.000151741 0.000476546 7399.83
3.09262e-06 0.000324755 0.000152534 0.000480382 7404.88
3.11596e-06 0.000327796 0.000153331 0.000484243 7409.93
3.13945e-06 0.00033086 0.000154131 0.00048813 7414.98
3.16309e-06 0.000333947 0.000154934 0.000492044 7420.03
3.18688e-06 0.000337057 0.00015574 0.000495984 7425.09
3.21083e-06 0.000340189 0.00015655 0.00049995 7430.14
3.23493e-06 0.000343346 0.000157363 0.000503944 7435.2
3.25918e-06 0.000346525 0.00015818 0.000507964 7440.26
3.2836e-06 0.000349729 0.000159 0.000512012 7445.32
3.30817e-06 0.000352956 0.000159823 0.000516087 7450.38
3.3329e-06 0.000356207 0.00016065 0.00052019 7455.44
3.3578e-06 0.000359482 0.000161481 0.000524321 7460.5
3.38285e-06 0.000362782 0.000162315 0.00052848 7465.57
3.40808e-06 0.000366106 0.000163153 0.000532667 7470.64
3.43346e-06 0.000369456 0.000163994 0.000536883 7475.7
3.45902e-06 0.00037283 0.000164839 0.000541128 7480.77
3.48474e-06 0.000376229 0.000165688 0.000545402 7485.85
3.51063e-06 0.000379654 0.000166541 0.000549705 7490.92
3.5367e-06 0.000383104 0.000167397 0.000554038 7496
3.56294e-06 0.00038658 0.000168257 0.0005584 7501.08
3.58935e-06 0.000390082 0.000169121 0.000562792 7506.16
3.61594e-06 0.00039361 0.000169989 0.000567215 7511.24
3.64271e-06 0.000397165 0.00017086 0.000571668 7516.33
3.66965e-06 0.000400746 0.000171736 0.000576151 7521.42
3.69678e-06 0.000404354 0.000172616 0.000580666 7526.51
3.72409e-06 0.000407989 0.000173499 0.000585212 7531.6
3.75159e-06 0.000411651 0.000174387 0.00058979 7536.7
3.77927e-06 0.000415341 0.000175279 0.000594399 7541.8
3.80714e-06 0.000419058 0.000176175 0.00059904 7546.9
3.8352e-06 0.000422804 0.000177075 0.000603714 7552.01
3.86345e-06 0.000426577 0.000177979 0.00060842 7557.11
3.89189e-06 0.000430379 0.000178887 0.000613159 7562.23
3.92053e-06 0.00043421 0.0001798 0.000617931 7567.34
3.94936e-06 0.00043807 0.000180717 0.000622736 7572.46
3.9784e-06 0.000441958 0.000181638 0.000627575 7577.58
4.00763e-06 0.000445876 0.000182564 0.000632448 7582.71
4.03707e-06 0.000449824 0.000183494 0.000637356 7587.83
4.06671e-06 0.000453802 0.000184429 0.000642297 7592.97
4.09656e-06 0.000457809 0.000185368 0.000647274 7598.1
4.12661e-06 0.000461847 0.000186312 0.000652286 7603.24
4.15688e-06 0.000465916 0.00018726 0.000657333 7608.39
4.18736e-06 0.000470015 0.000188213 0.000662416 7613.53
4.21805e-06 0.000474146 0.000189171 0.000667535 7618.69
4.24896e-06 0.000478308 0.000190134 0.000672691 7623.84
4.28009e-06 0.000482502 0.000191101 0.000677883 7629
4.31144e-06 0.000486728 0.000192073 0.000683112 7634.17
4.34301e-06 0.000490986 0.00019305 0.000688379 7639.34
4.3748e-06 0.000495277 0.000194031 0.000693683 7644.51
4.40683e-06 0.000499601 0.000195018 0.000699026 7649.69
4.43908e-06 0.000503957 0.00019601 0.000704406 7654.87
4.47157e-06 0.000508348 0.000197007 0.000709826 7660.06
4.50429e-06 0.000512771 0.000198009 0.000715284 7665.25
4.53724e-06 0.000517229 0.000199016 0.000720782 7670.45
4.57044e-06 0.000521722 0.000200028 0.00072632 7675.66
4.60387e-06 0.000526248 0.000201046 0.000731898 7680.86
4.63755e-06 0.00053081 0.000202069 0.000737516 7686.08
4.67148e-06 0.000535407 0.000203097 0.000743176 7691.3
4.70565e-06 0.00054004 0.00020413 0.000748876 7696.52
4.74008e-06 0.000544709 0.000205169 0.000754618 7701.75
4.77476e-06 0.000549414 0.000206214 0.000760403 7706.98
4.8097e-06 0.000554155 0.000207264 0.000766229 7712.23
4.8449e-06 0.000558934 0.00020832 0.000772099 7717.47
4.88036e-06 0.00056375 0.000209382 0.000778012 7722.73
4.91608e-06 0.000568603 0.000210449 0.000783968 7727.98
4.95207e-06 0.000573494 0.000211522 0.000789968 7733.25
4.98833e-06 0.000578424 0.000212601 0.000796013 7738.52
5.02487e-06 0.000583392 0.000213686 0.000802103 7743.8
5.06168e-06 0.0005884 0.000214777 0.000808238 7749.08
5.09877e-06 0.000593447 0.000215874 0.000814419 7754.37
5.13614e-06 0.000598533 0.000216977 0.000820646 7759.67
5.1738e-06 0.00060366 0.000218086 0.00082692 7764.97
5.21174e-06 0.000608828 0.000219201 0.000833241 7770.28
5.24998e-06 0.000614036 0.000220323 0.000839609 7775.6
5.28851e-06 0.000619286 0.000221451 0.000846025 7780.92
5.32734e-06 0.000624578 0.000222585 0.00085249 7786.26
5.36647e-06 0.000629911 0.000223726 0.000859004 7791.59
5.4059e-06 0.000635288 0.000224874 0.000865567 7796.94
5.44564e-06 0.000640707 0.000226028 0.000872181 7802.29
5.4857e-06 0.00064617 0.000227189 0.000878845 7807.66
5.52606e-06 0.000651677 0.000228357 0.000885559 7813.02
5.56675e-06 0.000657228 0.000229531 0.000892325 7818.4
5.60775e-06 0.000662823 0.000230712 0.000899144 7823.79
5.64909e-06 0.000668464 0.000231901 0.000906014 7829.18
5.69075e-06 0.000674151 0.000233096 0.000912938 7834.58
5.73274e-06 0.000679884 0.000234299 0.000919915 7839.99
5.77507e-06 0.000685663 0.000235509 0.000926947 7845.4
5.81774e-06 0.00069149 0.000236726 0.000934033 7850.83
5.86075e-06 0.000697364 0.00023795 0.000941175 7856.26
5.90411e-06 0.000703286 0.000239182 0.000948372 7861.71
5.94783e-06 0.000709256 0.000240422 0.000955626 7867.16
5.9919e-06 0.000715276 0.000241669 0.000962936 7872.62
6.03632e-06 0.000721345 0.000242924 0.000970305 7878.09
6.08112e-06 0.000727464 0.000244186 0.000977731 7883.57
6.12628e-06 0.000733634 0.000245457 0.000985217 7889.05
6.17182e-06 0.000739855 0.000246735 0.000992761 7894.55
6.21773e-06 0.000746127 0.000248021 0.00100037 7900.06
6.26403e-06 0.000752452 0.000249316 0.00100803 7905.57
6.31071e-06 0.000758829 0.000250619 0.00101576 7911.1
6.35778e-06 0.00076526 0.00025193 0.00102355 7916.64
6.40525e-06 0.000771745 0.00025325 0.0010314 7922.18
6.45312e-06 0.000778284 0.000254578 0.00103932 7927.74
6.50139e-06 0.000784879 0.000255914 0.00104729 7933.3
6.55008e-06 0.000791529 0.00025726 0.00105534 7938.88
6.59918e-06 0.000798235 0.000258614 0.00106345 7944.47
6.6487e-06 0.000804998 0.000259977 0.00107162 7950.07
6.69864e-06 0.000811819 0.000261349 0.00107987 7955.67
6.74902e-06 0.000818698 0.00026273 0.00108818 7961.29
6.79983e-06 0.000825635 0.00026412 0.00109656 7966.92
6.85109e-06 0.000832632 0.00026552 0.001105 7972.57
6.90279e-06 0.000839689 0.000266929 0.00111352 7978.22
6.95494e-06 0.000846807 0.000268348 0.00112211 7983.88
7.00755e-06 0.000853987 0.000269776 0.00113077 7989.56
7.06063e-06 0.000861229 0.000271214 0.0011395 7995.25
7.11417e-06 0.000868533 0.000272662 0.00114831 8000.95
7.16819e-06 0.000875901 0.00027412 0.00115719 8006.66
7.2227e-06 0.000883334 0.000275589 0.00116614 8012.39
7.27769e-06 0.000890831 0.000277067 0.00117518 8018.12
7.33317e-06 0.000898394 0.000278556 0.00118428 8023.87
7.38916e-06 0.000906024 0.000280055 0.00119347 8029.63
7.44565e-06 0.000913721 0.000281565 0.00120273 8035.41
7.50266e-06 0.000921487 0.000283085 0.00121207 8041.2
7.56019e-06 0.000929321 0.000284617 0.0012215 8047
7.61824e-06 0.000937225 0.000286159 0.001231 8052.81
7.67683e-06 0.0009452 0.000287712 0.00124059 8058.64
7.73596e-06 0.000953246 0.000289277 0.00125026 8064.48
7.79564e-06 0.000961364 0.000290854 0.00126001 8070.34
7.85588e-06 0.000969555 0.000292441 0.00126985 8076.21
7.91668e-06 0.000977821 0.000294041 0.00127978 8082.09
7.97804e-06 0.000986161 0.000295652 0.00128979 8087.99
8.03999e-06 0.000994577 0.000297275 0.00129989 8093.9
8.10252e-06 0.00100307 0.000298911 0.00131008 8099.82
8.16565e-06 0.00101164 0.000300559 0.00132037 8105.77
8.22938e-06 0.00102029 0.000302219 0.00133074 8111.72
8.29372e-06 0.00102902 0.000303892 0.0013412 8117.69
8.35868e-06 0.00103783 0.000305577 0.00135176 8123.68
8.42427e-06 0.00104672 0.000307276 0.00136242 8129.68
8.49049e-06 0.00105569 0.000308987 0.00137317 8135.7
8.55736e-06 0.00106475 0.000310712 0.00138402 8141.74
8.62488e-06 0.00107389 0.00031245 0.00139497 8147.79
8.69307e-06 0.00108312 0.000314202 0.00140601 8153.85
8.76193e-06 0.00109243 0.000315968 0.00141716 8159.93
8.83147e-06 0.00110184 0.000317748 0.00142841 8166.03
8.9017e-06 0.00111133 0.000319542 0.00143977 8172.15
8.97263e-06 0.00112091 0.00032135 0.00145123 8178.28
9.04428e-06 0.00113058 0.000323172 0.0014628 8184.44
9.11664e-06 0.00114035 0.00032501 0.00147447 8190.6
9.18974e-06 0.00115021 0.000326862 0.00148626 8196.79
9.26359e-06 0.00116016 0.000328729 0.00149815 8202.99
9.33818e-06 0.00117021 0.000330612 0.00151016 8209.22
9.41354e-06 0.00118036 0.00033251 0.00152228 8215.46
9.48968e-06 0.00119061 0.000334424 0.00153452 8221.71
9.5666e-06 0.00120095 0.000336354 0.00154687 8227.99
9.64433e-06 0.0012114 0.0003383 0.00155935 8234.29
9.72286e-06 0.00122195 0.000340263 0.00157194 8240.6
9.80222e-06 0.00123261 0.000342242 0.00158465 8246.94
9.88241e-06 0.00124337 0.000344238 0.00159749 8253.29
9.96345e-06 0.00125424 0.000346251 0.00161045 8259.67
1.00454e-05 0.00126521 0.000348281 0.00162354 8266.06
1.01281e-05 0.0012763 0.000350329 0.00163676 8272.48
1.02118e-05 0.0012875 0.000352394 0.0016501 8278.91
1.02963e-05 0.00129881 0.000354478 0.00166358 8285.37
1.03818e-05 0.00131023 0.00035658 0.0016772 8291.85
1.04682e-05 0.00132178 0.0003587 0.00169094 8298.35
1.05556e-05 0.00133344 0.000360839 0.00170483 8304.87
1.06439e-05 0.00134521 0.000362998 0.00171886 8311.41
1.07332e-05 0.00135711 0.000365175 0.00173302 8317.97
1.08234e-05 0.00136914 0.000367373 0.00174733 8324.56
1.09147e-05 0.00138128 0.00036959 0.00176179 8331.17
1.1007e-05 0.00139356 0.000371827 0.00177639 8337.8
1.11003e-05 0.00140596 0.000374085 0.00179115 8344.46
1.11947e-05 0.00141849 0.000376364 0.00180605 8351.14
1.12901e-05 0.00143116 0.000378664 0.00182111 8357.84
1.13867e-05 0.00144396 0.000380985 0.00183633 8364.57
1.14843e-05 0.00145689 0.000383328 0.0018517 8371.32
1.1583e-05 0.00146996 0.000385693 0.00186724 8378.09
1.16829e-05 0.00148317 0.00038808 0.00188293 8384.89
1.1784e-05 0.00149653 0.00039049 0.0018988 8391.72
1.18862e-05 0.00151002 0.000392923 0.00191483 8398.57
1.19896e-05 0.00152367 0.000395379 0.00193103 8405.45
1.20943e-05 0.00153746 0.00039786 0.00194741 8412.35
1.22001e-05 0.0015514 0.000400364 0.00196396 8419.28
1.23073e-05 0.00156549 0.000402893 0.00198069 8426.24
1.24157e-05 0.00157974 0.000405446 0.00199761 8433.22
1.25254e-05 0.00159415 0.000408025 0.0020147 8440.23
1.26364e-05 0.00160872 0.000410629 0.00203199 8447.27
1.27488e-05 0.00162345 0.00041326 0.00204946 8454.33
1.28626e-05 0.00163834 0.000415917 0.00206712 8461.43
1.29777e-05 0.00165341 0.0004186 0.00208498 8468.55
1.30942e-05 0.00166864 0.000421311 0.00210304 8475.7
1.32122e-05 0.00168404 0.00042405 0.0021213 8482.88
1.33317e-05 0.00169962 0.000426816 0.00213977 8490.1
1.34526e-05 0.00171538 0.000429611 0.00215844 8497.34
1.35751e-05 0.00173132 0.000432435 0.00217733 8504.61
1.36991e-05 0.00174744 0.000435289 0.00219643 8511.91
1.38246e-05 0.00176375 0.000438172 0.00221575 8519.25
1.39518e-05 0.00178025 0.000441086 0.00223529 8526.61
1.40806e-05 0.00179694 0.000444031 0.00225505 8534.01
1.4211e-05 0.00181383 0.000447007 0.00227505 8541.44
1.43431e-05 0.00183091 0.000450015 0.00229527 8548.9
1.4477e-05 0.0018482 0.000453056 0.00231574 8556.4
1.46126e-05 0.0018657 0.000456129 0.00233644 8563.93
1.47499e-05 0.0018834 0.000459236 0.00235739 8571.49
1.48891e-05 0.00190132 0.000462377 0.00237858 8579.09
1.50301e-05 0.00191945 0.000465552 0.00240003 8586.72
1.5173e-05 0.0019378 0.000468763 0.00242173 8594.38
1.53178e-05 0.00195637 0.000472009 0.0024437 8602.09
1.54645e-05 0.00197517 0.000475292 0.00246593 8609.83
1.56132e-05 0.0019942 0.000478612 0.00248843 8617.6
1.5764e-05 0.00201347 0.000481969 0.0025112 8625.41
1.59168e-05 0.00203297 0.000485364 0.00253425 8633.26
1.60716e-05 0.00205272 0.000488799 0.00255759 8641.15
1.62287e-05 0.00207271 0.000492273 0.00258121 8649.08
1.63879e-05 0.00209295 0.000495787 0.00260513 8657.04
1.65493e-05 0.00211345 0.000499341 0.00262934 8665.04
1.67129e-05 0.00213421 0.000502938 0.00265386 8673.09
1.68789e-05 0.00215523 0.000506577 0.00267869 8681.17
1.70472e-05 0.00217652 0.000510258 0.00270383 8689.3
1.72179e-05 0.00219809 0.000513984 0.00272929 8697.46
1.73911e-05 0.00221993 0.000517754 0.00275507 8705.67
1.75667e-05 0.00224205 0.000521569 0.00278119 8713.92
1.77449e-05 0.00226446 0.000525431 0.00280764 8722.21
1.79256e-05 0.00228717 0.000529339 0.00283443 8730.54
1.8109e-05 0.00231017 0.000533295 0.00286158 8738.92
1.82951e-05 0.00233348 0.0005373 0.00288907 8747.34
1.84839e-05 0.00235709 0.000541354 0.00291693 8755.81
1.86755e-05 0.00238102 0.000545458 0.00294516 8764.32
1.88699e-05 0.00240527 0.000549614 0.00297376 8772.88
1.90673e-05 0.00242985 0.000553822 0.00300274 8781.49
1.92676e-05 0.00245475 0.000558082 0.0030321 8790.14
1.9471e-05 0.00248 0.000562397 0.00306187 8798.84
1.96774e-05 0.00250558 0.000566767 0.00309203 8807.58
1.9887e-05 0.00253152 0.000571193 0.0031226 8816.38
2.00997e-05 0.00255782 0.000575675 0.00315359 8825.23
2.03158e-05 0.00258447 0.000580216 0.003185 8834.12
2.05352e-05 0.0026115 0.000584816 0.00321685 8843.06
2.0758e-05 0.0026389 0.000589476 0.00324913 8852.06
2.09843e-05 0.00266669 0.000594197 0.00328187 8861.11
2.12142e-05 0.00269486 0.00059898 0.00331506 8870.21
2.14477e-05 0.00272343 0.000603827 0.00334871 8879.36
2.16849e-05 0.00275241 0.000608739 0.00338284 8888.56
2.19259e-05 0.0027818 0.000613717 0.00341745 8897.82
2.21707e-05 0.00281161 0.000618761 0.00345255 8907.14
2.24195e-05 0.00284185 0.000623874 0.00348815 8916.51
2.26723e-05 0.00287253 0.000629057 0.00352426 8925.93
2.29292e-05 0.00290365 0.000634311 0.00356089 8935.41
2.31903e-05 0.00293522 0.000639636 0.00359804 8944.95
2.34557e-05 0.00296725 0.000645035 0.00363574 8954.55
2.37255e-05 0.00299975 0.00065051 0.00367399 8964.2
2.39997e-05 0.00303273 0.00065606 0.00371279 8973.92
2.42785e-05 0.0030662 0.000661688 0.00375217 8983.69
2.45619e-05 0.00310016 0.000667396 0.00379212 8993.52
2.48502e-05 0.00313464 0.000673184 0.00383267 9003.42
2.51432e-05 0.00316962 0.000679054 0.00387382 9013.37
2.54413e-05 0.00320514 0.000685008 0.00391559 9023.39
2.57444e-05 0.00324118 0.000691047 0.00395798 9033.47
2.60527e-05 0.00327778 0.000697174 0.004001 9043.61
2.63663e-05 0.00331493 0.000703388 0.00404468 9053.82
2.66853e-05 0.00335265 0.000709693 0.00408903 9064.1
2.70098e-05 0.00339094 0.00071609 0.00413404 9074.43
2.73399e-05 0.00342983 0.00072258 0.00417975 9084.84
2.76759e-05 0.00346931 0.000729166 0.00422615 9095.31
2.80177e-05 0.0035094 0.000735849 0.00427327 9105.85
2.83655e-05 0.00355012 0.000742631 0.00432112 9116.46
2.87194e-05 0.00359147 0.000749513 0.00436971 9127.13
2.90797e-05 0.00363347 0.000756498 0.00441905 9137.88
2.94464e-05 0.00367613 0.000763588 0.00446916 9148.69
2.98196e-05 0.00371946 0.000770784 0.00452006 9159.58
3.01995e-05 0.00376347 0.000778089 0.00457176 9170.53
3.05862e-05 0.00380818 0.000785504 0.00462427 9181.56
3.09799e-05 0.0038536 0.000793032 0.00467761 9192.66
3.13808e-05 0.00389974 0.000800674 0.00473179 9203.84
3.17889e-05 0.00394662 0.000808433 0.00478684 9215.08
3.22045e-05 0.00399425 0.000816311 0.00484276 9226.4
3.26277e-05 0.00404264 0.00082431 0.00489958 9237.8
3.30587e-05 0.00409181 0.000832432 0.0049573 9249.27
3.34976e-05 0.00414178 0.000840679 0.00501595 9260.82
3.39446e-05 0.00419255 0.000849054 0.00507555 9272.44
3.43999e-05 0.00424414 0.000857559 0.0051361 9284.14
3.48636e-05 0.00429658 0.000866196 0.00519764 9295.92
3.5336e-05 0.00434986 0.000874968 0.00526016 9307.77
3.58171e-05 0.00440401 0.000883877 0.0053237 9319.7
3.63073e-05 0.00445904 0.000892925 0.00538827 9331.71
3.68066e-05 0.00451497 0.000902115 0.0054539 9343.8
3.73153e-05 0.00457182 0.000911449 0.00552058 9355.97
3.78336e-05 0.0046296 0.000920929 0.00558836 9368.22
3.83616e-05 0.00468832 0.000930559 0.00565724 9380.55
3.88996e-05 0.00474801 0.00094034 0.00572725 9392.96
3.94478e-05 0.00480867 0.000950276 0.0057984 9405.44
4.00063e-05 0.00487033 0.000960368 0.00587071 9418.01
4.05754e-05 0.00493301 0.00097062 0.0059442 9430.66
4.11553e-05 0.00499671 0.000981033 0.0060189 9443.39
4.17463e-05 0.00506146 0.000991611 0.00609482 9456.21
4.23484e-05 0.00512727 0.00100236 0.00617198 9469.1
4.2962e-05 0.00519417 0.00101327 0.0062504 9482.08
4.35872e-05 0.00526216 0.00102436 0.0063301 9495.13
4.42243e-05 0.00533126 0.00103562 0.00641111 9508.27
4.48735e-05 0.0054015 0.00104706 0.00649343 9521.49
4.55351e-05 0.00547288 0.00105868 0.0065771 9534.79
4.62092e-05 0.00554544 0.00107048 0.00666212 9548.17
4.68961e-05 0.00561917 0.00108246 0.00674853 9561.63
4.75961e-05 0.00569411 0.00109464 0.00683634 9575.17
4.83093e-05 0.00577026 0.001107 0.00692557 9588.79
4.9036e-05 0.00584765 0.00111956 0.00701624 9602.49
4.97765e-05 0.00592628 0.00113232 0.00710838 9616.27
5.05309e-05 0.00600619 0.00114527 0.00720199 9630.13
5.12996e-05 0.00608738 0.00115842 0.0072971 9644.07
5.20827e-05 0.00616987 0.00117178 0.00739373 9658.09
5.28804e-05 0.00625368 0.00118534 0.0074919 9672.18
5.36932e-05 0.00633883 0.0011991 0.00759162 9686.35
5.4521e-05 0.00642532 0.00121308 0.00769292 9700.6
5.53643e-05 0.00651317 0.00122727 0.00779581 9714.92
5.62232e-05 0.00660241 0.00124168 0.00790032 9729.32
5.7098e-05 0.00669304 0.0012563 0.00800645 9743.79
5.79889e-05 0.00678509 0.00127115 0.00811422 9758.33
5.88961e-05 0.00687855 0.00128621 0.00822366 9772.95
5.982e-05 0.00697346 0.0013015 0.00833477 9787.63
6.07606e-05 0.00706981 0.00131701 0.00844758 9802.39
6.17182e-05 0.00716763 0.00133275 0.0085621 9817.21
6.26931e-05 0.00726693 0.00134872 0.00867835 9832.1
6.36855e-05 0.00736772 0.00136492 0.00879633 9847.05
6.46955e-05 0.00747001 0.00138135 0.00891606 9862.07
6.57235e-05 0.00757382 0.00139802 0.00903756 9877.16
6.67696e-05 0.00767914 0.00141492 0.00916083 9892.3
6.7834e-05 0.007786 0.00143206 0.0092859 9907.51
6.89169e-05 0.00789441 0.00144944 0.00941277 9922.77
7.00186e-05 0.00800437 0.00146706 0.00954144 9938.09
7.11391e-05 0.00811588 0.00148492 0.00967194 9953.47
7.22788e-05 0.00822897 0.00150302 0.00980427 9968.9
7.34377e-05 0.00834363 0.00152137 0.00993844 9984.38
7.46161e-05 0.00845988 0.00153996 0.0100745 9999.92
7.58141e-05 0.00857771 0.00155879 0.0102123 10015.5
7.70319e-05 0.00869714 0.00157787 0.010352 10031.1
